GCF_003469635.1_ASM346963v1_genomic	SGB516	Parabacteroides_merdae
GCF_001554545.1_ASM155454v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001374515.1_216_10Pc_7_contigs_500_genomic	SGB359	Pseudomonas_aeruginosa
SAMN09631759	SGB284	Streptococcus_salivarius
SAMN09631757	SGB011	Streptococcus_mitis
SAMN03358320	SGB401	Listeria_monocytogenes
GCA_002295185	SGB486	Klebsiella_pneumoniae
GCF_900116975.1_ASM90011697v1_genomic	SGB178	Lactobacillus_brevis
SAMN10823975	SGB603	Enterococcus_faecium
SAMN10823974	SGB603	Enterococcus_faecium
SAMN10823977	SGB603	Enterococcus_faecium
SAMN10823976	SGB603	Enterococcus_faecium
SAMN10823971	SGB603	Enterococcus_faecium
SAMN10823970	SGB603	Enterococcus_faecium
SAMN10823973	SGB603	Enterococcus_faecium
SAMN10823972	SGB603	Enterococcus_faecium
0756_546_1_1_LKV3_S412-bin_1	SGB223	Prevotella_buccalis
SAMN03358328	SGB401	Listeria_monocytogenes
SAMN10823979	SGB603	Enterococcus_faecium
SAMN10823978	SGB603	Enterococcus_faecium
GCF_000529175.1_Stap_aure_M0650_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA864226	SGB598	Streptococcus_pyogenes
SAMEA864227	SGB598	Streptococcus_pyogenes
SAMEA864224	SGB598	Streptococcus_pyogenes
SAMEA864225	SGB598	Streptococcus_pyogenes
SAMEA864222	SGB598	Streptococcus_pyogenes
SAMEA864223	SGB598	Streptococcus_pyogenes
SAMEA864220	SGB598	Streptococcus_pyogenes
GCA_003450395.1_ASM345039v1_genomic	SGB357	Prevotella_stercorea
GCF_900033095.1_14324_4_6_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA864228	SGB598	Streptococcus_pyogenes
CP011280_1	SGB380	Sneathia_amnii
GCF_003957355.1_ASM395735v1_genomic	SGB488	Pediococcus_acidilactici
GCF_900077585.1_12045_4_93_genomic	SGB238	Enterobacter_cloacae
SAMN06769910	SGB257	Finegoldia_magna
SAMN07728629	SGB603	Enterococcus_faecium
SAMN07728628	SGB603	Enterococcus_faecium
SAMN07728625	SGB603	Enterococcus_faecium
SAMN07728624	SGB407	Enterococcus_faecium
SAMN07728627	SGB603	Enterococcus_faecium
SAMN07728626	SGB407	Enterococcus_faecium
SAMN07728623	SGB603	Enterococcus_faecium
GCF_900203515.1_20313_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000527975.1_Stap_aure_M0649_V1_genomic	SGB185	Staphylococcus_aureus
SAMN03197321	SGB481	Staphylococcus_epidermidis
SAMN03197322	SGB481	Staphylococcus_epidermidis
GCF_000575745.1_Stap_aure_M1130_V1_genomic	SGB185	Staphylococcus_aureus
E7_1841_1391_1_BDMRSCQ8_S100-bin_1-SPLIT	SGB084	Anaerococcus_tetradius
GCF_002088145.1_ASM208814v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001537665.1_12082_2_85_genomic	SGB597	Serratia_ureilytica
GCF_000563795.1_Stap_aure_M39841_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002326045.1_ASM232604v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN08365975	SGB580	Eggerthella_lenta
SAMN08365974	SGB580	Eggerthella_lenta
SAMN08365977	SGB580	Eggerthella_lenta
SAMN08365976	SGB580	Eggerthella_lenta
SAMN08365971	SGB580	Eggerthella_lenta
BC5_bin_1	SGB266	Lactobacillus_crispatus
SAMN08365973	SGB580	Eggerthella_lenta
SAMN08365972	SGB580	Eggerthella_lenta
GCF_003967055.1_ASM396705v1_genomic	SGB597	Serratia_ureilytica
SAMN08365979	SGB580	Eggerthella_lenta
SAMN08365978	SGB580	Eggerthella_lenta
GCF_003799895.1_ASM379989v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002312695.1_ASM231269v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN07376741	SGB283	Proteus_mirabilis
SAMEA1398291	SGB414	Chlamydia_trachomatis
GCF_002193765.1_ASM219376v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000513215.1_DB11_genomic	SGB597	Serratia_ureilytica
GCF_000549365.1_Stap_aure_M1469_V1_genomic	SGB185	Staphylococcus_aureus
NZ_CP036245.1	SGB062	UPEC
SAMN02712416	SGB401	Listeria_monocytogenes
GCF_000570075.1_Stap_aure_H84973_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000554725.1_Stap_aure_M0323_V1_genomic	SGB185	Staphylococcus_aureus
0809_588_1_1_CBA3_S783-bin_1	SGB237	Peptostreptococcus_anaerobius
GCF_001007555.1_2015-04-28_genomic	SGB597	Serratia_ureilytica
GCF_001036495.1_ASM103649v1_genomic	SGB359	Pseudomonas_aeruginosa
0809_588_1_1_MRSI11_S851-bin_1	SGB281	Streptococcus_anginosus
GCF_000586935.1_Stap_aure_W15976_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002983845.1_ASM298384v1_genomic	SGB511	Haemophilus_influenzae
GCF_001992035.1_ASM199203v1_genomic	SGB343	Burkholderia_cenocepacia
SAMEA1031423	SGB601	Streptococcus_agalactiae
SAMN03285113	SGB401	Listeria_monocytogenes
GCF_003798645.1_ASM379864v1_genomic	SGB513	Neisseria_gonorrhoeae
SRR6748216_bin_1	SGB137	Gardnerella_vaginalis
GCF_002984955.1_ASM298495v1_genomic	SGB511	Haemophilus_influenzae
GCF_000239655.1_ASM23965v2_genomic	SGB185	Staphylococcus_aureus
GCF_000564775.1_Stap_aure_W88551_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000604865.1_Stap_aure_F45759_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003798885.1_ASM379888v1_genomic	SGB513	Neisseria_gonorrhoeae
SAMN06106844	SGB603	Enterococcus_faecium
GCF_000443125.1_S100v1_genomic	SGB185	Staphylococcus_aureus
GCF_001994595.1_ASM199459v1_genomic	SGB343	Burkholderia_cenocepacia
SAMN02436795	SGB369	Veillonella_atypica
GCF_000542055.1_Stap_aure_OCMM6095_V1_genomic	SGB185	Staphylococcus_aureus
MG_4004001329_bin_69	SGB375	noRef
MG_4004001329_bin_68	SGB467	Peptoniphilus_lacrimalis
MG_4004001329_bin_67	SGB456	noRef
JKR_P2_26_B04_S794_001-bin_1	SGB464	Peptoniphilus_lacrimalis
MG_4004001329_bin_65	SGB075	noRef
MG_4004001329_bin_64	SGB356	noRef
MG_4004001329_bin_63	SGB330	Jonquetella_anthropi
SAMEA4504048	SGB595	Streptococcus_acidominimus
SAMN04565659	SGB414	Chlamydia_trachomatis
GCF_900075715.1_11983_6_32_genomic	SGB238	Enterobacter_cloacae
GCF_000528015.1_Stap_aure_M0653_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900201875.1_R266_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002983885.1_ASM298388v1_genomic	SGB511	Haemophilus_influenzae
GCF_000546025.1_Stap_aure_M0975_V1_genomic	SGB185	Staphylococcus_aureus
SAMN05361919	SGB095	Cutibacterium_acnes
SAMN09736509	SGB242	Bifidobacterium_longum
SAMN09736508	SGB180	Bacteroides_dorei
SAMN04404358	SGB402	Lactobacillus_rhamnosus
GCF_000546245.1_Stap_aure_M1000_V1_genomic	SGB185	Staphylococcus_aureus
SAMN09736503	SGB180	Bacteroides_dorei
GCF_000187165.1_ASM18716v1_genomic	SGB185	Staphylococcus_aureus
SAMN00116834	SGB408	Staphylococcus_hominis
SAMN00116836	SGB481	Staphylococcus_epidermidis
SAMN00116837	SGB506	Staphylococcus_lugdunensis
GCF_001072375.1_ASM107237v1_genomic	SGB086	Streptococcus_infantis
SAMN00116831	SGB481	Staphylococcus_epidermidis
SAMN00116832	SGB481	Staphylococcus_epidermidis
GCF_900034225.1_14324_4_12_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900033645.1_14555_5_42_genomic	SGB513	Neisseria_gonorrhoeae
GCF_003434175.1_ASM343417v1_genomic	SGB366	Faecalibacterium_prausnitzii
GCF_000555945.1_Stap_aure_M0430_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000531215.1_Stap_aure_M0195_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002318085.1_ASM231808v1_genomic	SGB513	Neisseria_gonorrhoeae
0809_588_1_1_MRSI8_S843-bin_1	SGB009	Bifidobacterium_adolescentis
GCF_000528375.1_Stap_aure_M0681_V1_genomic	SGB185	Staphylococcus_aureus
o6_bin_1	SGB245	Megasphaera_sp
o6_bin_2	SGB018	Prevotella_amnii
o6_bin_3	SGB297	noRef
o6_bin_4	SGB380	Sneathia_amnii
SAMEA3894143	SGB603	Enterococcus_faecium
SAMEA3894146	SGB603	Enterococcus_faecium
SAMEA3894147	SGB603	Enterococcus_faecium
SAMEA3894144	SGB603	Enterococcus_faecium
SAMEA3894145	SGB603	Enterococcus_faecium
SAMEA3894148	SGB603	Enterococcus_faecium
GCF_000550585.1_Stap_aure_M1542_V1_genomic	SGB185	Staphylococcus_aureus
GCF_004802205.1_ASM480220v1_genomic	SGB511	Haemophilus_influenzae
GCF_000175455.1_ASM17545v1_genomic	SGB511	Haemophilus_influenzae
GCA_002795475	SGB486	Klebsiella_pneumoniae
SAMN00991057	SGB601	Streptococcus_agalactiae
SAMN00991056	SGB601	Streptococcus_agalactiae
GCF_000532615.1_Stap_aure_M1442_V1_genomic	SGB185	Staphylococcus_aureus
SAMN00991059	SGB601	Streptococcus_agalactiae
GCF_003854025.1_ASM385402v1_genomic	SGB008	Burkholderia_cenocepacia
SAMN08562766	SGB598	Streptococcus_pyogenes
GCF_000361245.1_Stap_aure_M0467_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900203475.1_22527_genomic	SGB513	Neisseria_gonorrhoeae
GCF_000722535.2_ASM72253v2_genomic	SGB057	Lactobacillus_reuteri
GCF_003469415.1_ASM346941v1_genomic	SGB199	Bacteroides_uniformis
0809_588_1_1_MRS6_S811-bin_2	SGB265	Bifidobacterium_bifidum
GCF_001703415.1_ASM170341v1_genomic	SGB491	Streptococcus_gallolyticus
GCF_000143825.1_ASM14382v1_genomic	SGB459	Corynebacterium_genitalium
GCF_002071885.1_ASM207188v1_genomic	SGB343	Burkholderia_cenocepacia
GCF_900201295.1_B379_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002326425.1_ASM232642v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_003494405.1_ASM349440v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_004136805.1_ASM413680v1_genomic	SGB238	Enterobacter_cloacae
SAMEA1711595	SGB598	Streptococcus_pyogenes
SAMEA1711594	SGB598	Streptococcus_pyogenes
SAMEA1711597	SGB598	Streptococcus_pyogenes
SAMEA1711596	SGB598	Streptococcus_pyogenes
SAMEA1711591	SGB598	Streptococcus_pyogenes
SAMEA1711590	SGB598	Streptococcus_pyogenes
SAMEA1711592	SGB598	Streptococcus_pyogenes
SAMEA1711599	SGB598	Streptococcus_pyogenes
SAMEA1711598	SGB598	Streptococcus_pyogenes
GCF_002983825.1_ASM298382v1_genomic	SGB511	Haemophilus_influenzae
GCF_000594405.1_Stap_aure_F77942_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001481475.1_ASM148147v1_genomic	SGB491	Streptococcus_gallolyticus
GCF_000586915.1_Stap_aure_W15990_V1_genomic	SGB185	Staphylococcus_aureus
GCA_004015225.1_ASM401522v1_genomic	SGB056	Akkermansia_muciniphila
GCF_000783975.2_ASM78397v2_genomic	SGB597	Serratia_ureilytica
SAMN03800297	SGB401	Listeria_monocytogenes
GCF_000792395.1_AZPAE15051_genomic	SGB359	Pseudomonas_aeruginosa
SAMEA1690330	SGB513	Neisseria_gonorrhoeae
C0130A3	SGB001	Lactobacillus_gasseri
C0130A2	SGB001	Lactobacillus_gasseri
C0130A1	SGB001	Lactobacillus_gasseri
GCF_000794005.1_AZPAE14916_genomic	SGB359	Pseudomonas_aeruginosa
C0130A5	SGB001	Lactobacillus_gasseri
C0130A4	SGB001	Lactobacillus_gasseri
SAMN03800294	SGB401	Listeria_monocytogenes
SRR6748145_bin_1	SGB521	Lactobacillus_iners
GCF_900204405.1_22900_genomic	SGB513	Neisseria_gonorrhoeae
SRR6748145_bin_2	SGB521	Lactobacillus_iners
SAMEA1690335	SGB513	Neisseria_gonorrhoeae
SAMN03800292	SGB401	Listeria_monocytogenes
GCF_000386285.2_ASM38628v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900034275.1_14555_6_40_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA1690337	SGB513	Neisseria_gonorrhoeae
SAMN03800290	SGB401	Listeria_monocytogenes
SAMN06472813	SGB401	Listeria_monocytogenes
SAMN06472812	SGB401	Listeria_monocytogenes
GCF_000544005.1_Stap_aure_M0810_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000577195.1_Stap_aure_F46798_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900201965.1_R371_genomic	SGB513	Neisseria_gonorrhoeae
GCF_900076205.1_11983_6_92_genomic	SGB238	Enterobacter_cloacae
GCF_001051865.1_ASM105186v1_genomic	SGB597	Serratia_ureilytica
GCF_000386545.2_ASM38654v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002986245.1_ASM298624v1_genomic	SGB511	Haemophilus_influenzae
SAMEA3545308	SGB180	Bacteroides_dorei
GCF_003996175.1_ASM399617v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001457615.1_NCTC10332_genomic	SGB359	Pseudomonas_aeruginosa
GCF_002278095.1_ASM227809v1_genomic	SGB054	Lactobacillus_delbrueckii
GCF_000548725.1_Stap_aure_M1428_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000571035.1_Stap_aure_M62699_V1_genomic	SGB185	Staphylococcus_aureus
SAMN04111187	SGB601	Streptococcus_agalactiae
SAMN08801529	SGB401	Listeria_monocytogenes
CM_D09_S836-bin_1	SGB266	Lactobacillus_crispatus
GCF_000571775.1_Stap_aure_F23368_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001064635.1_ASM106463v1_genomic	SGB024	Neisseria_flavescens
GCF_000159315.1_ASM15931v1_genomic	SGB312	Lactobacillus_hilgardii
GCF_001181325.1_E5_London_17_VIM_2_12_12_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000367745.1_ASM36774v1_genomic	SGB185	Staphylococcus_aureus
SAMN03273368	SGB009	Bifidobacterium_adolescentis
SAMN03273364	SGB392	Treponema_pallidum
SAMN03273363	SGB392	Treponema_pallidum
SAMN03273362	SGB392	Treponema_pallidum
SAMN03273361	SGB392	Treponema_pallidum
SAMN03273360	SGB392	Treponema_pallidum
MG_189662_bin_40	SGB453	noRef
MG_189662_bin_41	SGB237	Peptostreptococcus_anaerobius
GCF_006334835.1_ASM633483v1_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001065935.1_ASM106593v1_genomic	SGB597	Serratia_ureilytica
0861_630_1_1_MRSI5_S855-bin_2	SGB374	Lactobacillus_vaginalis
GCF_001373815.1_243_15_121C_contigs_500_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000536855.1_Stap_aure_WMCA6084_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900027475.1_14324_5_68_genomic	SGB513	Neisseria_gonorrhoeae
MG_178903_bin_2	SGB381	Prevotella_timonensis
MG_178903_bin_5	SGB001	Lactobacillus_gasseri
MG_178903_bin_4	SGB266	Lactobacillus_crispatus
MG_178903_bin_7	SGB157	Actinomyces_neuii
MG_178903_bin_6	SGB061	Prevotella_bivia
MG_178903_bin_9	SGB506	Staphylococcus_lugdunensis
MG_178903_bin_8	SGB600	Lactobacillus_jensenii
SAMN05428934	SGB458	Tessaracoccus_sp
GCF_000026645.1_ASM2664v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN02299481	SGB407	Enterococcus_faecium
GCF_003464695.1_ASM346469v1_genomic	SGB360	Bacteroides_thetaiotaomicron
GCF_000387105.2_ASM38710v2_genomic	SGB513	Neisseria_gonorrhoeae
SAMN03333293	SGB313	Corynebacterium_kroppenstedtii
GCF_001036195.1_ASM103619v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_001375195.1_270_Rw109_contigs_500_genomic	SGB359	Pseudomonas_aeruginosa
GCF_002797275.1_ASM279727v1_genomic	SGB238	Enterobacter_cloacae
GCF_900077675.1_11983_7_6_genomic	SGB296	Enterobacter_cloacae
SAMEA3879489	SGB598	Streptococcus_pyogenes
SAMEA3879485	SGB598	Streptococcus_pyogenes
SAMN02470080	SGB265	Bifidobacterium_bifidum
GCF_001765545.1_ASM176554v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000571595.1_Stap_aure_F77967_V1_genomic	SGB185	Staphylococcus_aureus
GCF_000532295.1_Stap_aure_M1020_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001539845.1_12082_2_73_genomic	SGB597	Serratia_ureilytica
SAMN02952974	SGB602	Lactococcus_lactis
GCF_000794605.1_AZPAE14691_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000239695.1_Acti_grae_C83_V1_genomic	SGB465	Actinomyces_graevenitzii
C0015A3	SGB415	Lactobacillus_gasseri
GCF_000571675.1_Stap_aure_F29997_V1_genomic	SGB185	Staphylococcus_aureus
GCF_900024345.1_14355_5_48_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA3729940	SGB598	Streptococcus_pyogenes
SAMN04538185	SGB460	Megasphaera_sp
GCF_900075995.1_11983_6_72_genomic	SGB238	Enterobacter_cloacae
SAMN02338830	SGB513	Neisseria_gonorrhoeae
SAMN02338831	SGB513	Neisseria_gonorrhoeae
SAMN02338832	SGB513	Neisseria_gonorrhoeae
SAMN02338833	SGB513	Neisseria_gonorrhoeae
SAMN02338834	SGB513	Neisseria_gonorrhoeae
SAMN02338835	SGB513	Neisseria_gonorrhoeae
SAMN02338836	SGB513	Neisseria_gonorrhoeae
SAMN02338837	SGB513	Neisseria_gonorrhoeae
SAMN02338839	SGB513	Neisseria_gonorrhoeae
SAMN00808957	SGB123	Listeria_monocytogenes
E3_1733_1310_1_BDMRSCQ9_1_S112-bin_2-SPLIT	SGB467	Peptoniphilus_lacrimalis
SRS064666_bin_3	SGB198	Lactobacillus_jensenii
SRS064666_bin_1	SGB521	Lactobacillus_iners
SRS064666_bin_5	SGB521	Lactobacillus_iners
GCF_002197345.1_ASM219734v1_genomic	SGB485	Enterobacter_cloacae
GCF_900407865.1_PTHi-1539_genomic	SGB511	Haemophilus_influenzae
GCF_001450835.1_WH-SGI-V-07373_genomic	SGB359	Pseudomonas_aeruginosa
SRS052859_bin_16	SGB467	Peptoniphilus_lacrimalis
SRS052859_bin_15	SGB137	Gardnerella_vaginalis
SRS052859_bin_14	SGB380	Sneathia_amnii
SRS052859_bin_12	SGB453	noRef
SRS052859_bin_11	SGB562	Coriobacteriales_bacterium
SAMN02603486	SGB265	Bifidobacterium_bifidum
GCF_002116985.1_ASM211698v1_genomic	SGB359	Pseudomonas_aeruginosa
GCA_003473935.1_ASM347393v1_genomic	SGB076	Prevotella_copri
SAMN00014120	SGB414	Chlamydia_trachomatis
SAMN08863465	SGB344	Bacillus_subtilis
GCF_001024915.1_ASM102491v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_900202035.1_R363_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA4462041	SGB281	Streptococcus_anginosus
SAMD00057778	SGB598	Streptococcus_pyogenes
GCF_008330805.1_ASM833080v1_genomic	SGB513	Neisseria_gonorrhoeae
GCA_900086195	SGB486	Klebsiella_pneumoniae
SAMEA26384668	SGB275	Corynebacterium_jeikeium
SAMEA3138381	SGB599	Bacteroides_fragilis
GCF_002986125.1_ASM298612v1_genomic	SGB511	Haemophilus_influenzae
SAMEA1031535	SGB601	Streptococcus_agalactiae
GCF_001023925.1_ASM102392v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMEA1031537	SGB601	Streptococcus_agalactiae
SAMEA1031530	SGB601	Streptococcus_agalactiae
SAMEA1031531	SGB601	Streptococcus_agalactiae
SAMEA1031532	SGB601	Streptococcus_agalactiae
SAMEA1031533	SGB601	Streptococcus_agalactiae
GCF_000552625.1_Stap_aure_M0137_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA3466558	SGB401	Listeria_monocytogenes
SAMEA3466559	SGB401	Listeria_monocytogenes
GCF_000560145.1_Stap_aure_W48872_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA3466550	SGB401	Listeria_monocytogenes
SAMEA3466551	SGB401	Listeria_monocytogenes
SAMEA3466552	SGB401	Listeria_monocytogenes
SAMEA3466553	SGB401	Listeria_monocytogenes
SAMEA3466554	SGB401	Listeria_monocytogenes
SAMEA3466555	SGB401	Listeria_monocytogenes
SAMN03339922	SGB603	Enterococcus_faecium
SAMEA3466557	SGB401	Listeria_monocytogenes
SRS146924_bin_8	SGB600	Lactobacillus_jensenii
SRS146924_bin_9	SGB467	Peptoniphilus_lacrimalis
SRS146924_bin_3	SGB521	Lactobacillus_iners
SRS146924_bin_6	SGB416	Atopobium_vaginae
SRS146924_bin_7	SGB266	Lactobacillus_crispatus
SAMN03357999	SGB401	Listeria_monocytogenes
SAMN03357998	SGB401	Listeria_monocytogenes
C0009B1	SGB095	Cutibacterium_acnes
SAMN04002535	SGB053	Streptococcus_thermophilus
SAMN03357991	SGB401	Listeria_monocytogenes
SAMN03357990	SGB401	Listeria_monocytogenes
SAMN03357993	SGB401	Listeria_monocytogenes
SAMN03357992	SGB401	Listeria_monocytogenes
SAMN03357995	SGB401	Listeria_monocytogenes
SAMN03357994	SGB401	Listeria_monocytogenes
SAMN03357997	SGB401	Listeria_monocytogenes
SAMN03357996	SGB401	Listeria_monocytogenes
0421_295_1_2_MRS6_S438-bin_1	SGB266	Lactobacillus_crispatus
SAMN05596977	SGB198	Lactobacillus_jensenii
GCF_003454775.1_ASM345477v1_genomic	SGB567	Parvimonas
GCA_003514565.1_ASM351456v1_genomic	SGB056	Akkermansia_muciniphila
GCA_002844905	SGB486	Klebsiella_pneumoniae
GCF_900202665.1_R825_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA104656308	SGB603	Enterococcus_faecium
SAMEA104656309	SGB603	Enterococcus_faecium
SAMEA104656304	SGB603	Enterococcus_faecium
SAMEA104656305	SGB603	Enterococcus_faecium
SAMEA104656306	SGB603	Enterococcus_faecium
SAMEA104656307	SGB603	Enterococcus_faecium
SAMEA104656300	SGB603	Enterococcus_faecium
SAMEA104656301	SGB603	Enterococcus_faecium
SAMEA104656302	SGB603	Enterococcus_faecium
SAMEA104656303	SGB603	Enterococcus_faecium
SAMN07343855	SGB095	Cutibacterium_acnes
GCF_002866805.1_ASM286680v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN08162219	SGB401	Listeria_monocytogenes
SAMN09435184	SGB603	Enterococcus_faecium
GCF_001035245.1_ASM103524v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN08162217	SGB401	Listeria_monocytogenes
SAMN04414899	SGB401	Listeria_monocytogenes
SAMN04414898	SGB401	Listeria_monocytogenes
SAMN04414893	SGB401	Listeria_monocytogenes
SAMN04414892	SGB401	Listeria_monocytogenes
SAMN04414891	SGB401	Listeria_monocytogenes
SAMN04414890	SGB401	Listeria_monocytogenes
SAMN04414897	SGB401	Listeria_monocytogenes
SAMN04414896	SGB401	Listeria_monocytogenes
SAMN04414895	SGB401	Listeria_monocytogenes
SAMN04414894	SGB401	Listeria_monocytogenes
GCF_005890465.1_ASM589046v1_genomic	SGB405	Streptococcus_pseudopneumoniae
GCF_900076385.1_12045_5_10_genomic	SGB288	Enterobacter_cloacae
F4_1630_1235_1_CBA2_S235-bin_1-SPLIT	SGB600	Lactobacillus_jensenii
GCF_000824425.1_LES_CF_sputum_CF03_contigs_2_a1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000791265.1_AZPAE14925_genomic	SGB359	Pseudomonas_aeruginosa
SAMN02440916	SGB136	Varibaculum_cambriense
SAMN02440918	SGB527	Bacillus_coagulans
GCF_000253215.1_ASM25321v1_genomic	SGB513	Neisseria_gonorrhoeae
C0164F2	SGB080	noRef
GCF_000579495.1_Stap_aure_H53188_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA3888185	SGB601	Streptococcus_agalactiae
SAMEA3888184	SGB601	Streptococcus_agalactiae
GCF_900204925.1_23464_genomic	SGB513	Neisseria_gonorrhoeae
GCF_002193685.1_ASM219368v1_genomic	SGB359	Pseudomonas_aeruginosa
GCF_000159175.1_ASM15917v1_genomic	SGB312	Lactobacillus_hilgardii
GCF_000571055.1_Stap_aure_M56985_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003415475.1_ASM341547v1_genomic	SGB511	Haemophilus_influenzae
GCF_003457815.1_ASM345781v1_genomic	SGB360	Bacteroides_thetaiotaomicron
GCF_001069675.1_ASM106967v1_genomic	SGB487	Streptococcus_oralis
SRS011355_bin_2	SGB266	Lactobacillus_crispatus
GCF_001909015.1_ASM190901v1_genomic	SGB511	Haemophilus_influenzae
GCF_000607065.1_Stap_aure_W76995_V1_genomic	SGB185	Staphylococcus_aureus
GCF_003353605.1_ASM335360v1_genomic	SGB358	Serratia_fonticola
GCF_001181125.1_P36_West_Midlands_5_VIM_2_06_12_genomic	SGB359	Pseudomonas_aeruginosa
SAMD00000347	SGB571	Ureaplasma_parvum
GCF_006711525.1_ASM671152v1_genomic	SGB597	Serratia_ureilytica
GCF_002326275.1_ASM232627v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMN03197795	SGB481	Staphylococcus_epidermidis
SAMN03197796	SGB481	Staphylococcus_epidermidis
SAMN03197791	SGB481	Staphylococcus_epidermidis
SAMN03197792	SGB481	Staphylococcus_epidermidis
SAMEA18409918	SGB407	Enterococcus_faecium
SAMN04447977	SGB272	Lactobacillus_johnsonii
GCF_000592885.1_Stap_aure_M1251_V1_genomic	SGB185	Staphylococcus_aureus
GCF_001023975.1_ASM102397v1_genomic	SGB359	Pseudomonas_aeruginosa
SAMEA95325418	SGB407	Enterococcus_faecium
SAMN03653578	SGB179	Bacteroides_ovatus
GCF_000603165.1_Stap_aure_H65856_V1_genomic	SGB185	Staphylococcus_aureus
SAMN09736364	SGB180	Bacteroides_dorei
GCF_000534835.1_Saureus301-188_genomic	SGB185	Staphylococcus_aureus
GCF_000595885.1_Stap_aure_DAR5835_V1_genomic	SGB185	Staphylococcus_aureus
GCF_002750585.1_ASM275058v1_genomic	SGB391	Lactobacillus_sakei
GCF_000386345.2_ASM38634v2_genomic	SGB513	Neisseria_gonorrhoeae
GCF_001061145.1_ASM106114v1_genomic	SGB597	Serratia_ureilytica
SAMEA4884873	SGB603	Enterococcus_faecium
GCF_000602025.1_Stap_aure_M72087_V1_genomic	SGB185	Staphylococcus_aureus
SAMN02867583	SGB401	Listeria_monocytogenes
FB11_bin_1	SGB464	Peptoniphilus_lacrimalis
GCF_000387045.2_ASM38704v2_genomic	SGB513	Neisseria_gonorrhoeae
SAMEA3893591	SGB603	Enterococcus_faecium
SAMEA3893592	SGB603	Enterococcus_faecium
SAMEA3893593	SGB603	Enterococcus_faecium
SAMEA3893595	SGB603	Enterococcus_faecium
SAMEA3893596	SGB603	Enterococcus_faecium
SAMEA3893597	SGB603	Enterococcus_faecium
BH9_bin_1	SGB521	Lactobacillus_iners
GCF_000531895.1_Stap_aure_M0776_V1_genomic	SGB185	Staphylococcus_aureus
b4_bin_2	SGB521	Lactobacillus_iners
GCF_000528575.1_Stap_aure_M0698_V1_genomic	SGB185	Staphylococcus_aureus
SAMEA2272672	SGB401	Listeria_monocytogenes
GCF_001059815.1_ASM105981v1_genomic	SGB342	Haemophilus_parainfluenzae
GCF_900204755.1_23016_genomic	SGB513	Neisseria_gonorrhoeae
