GCF_003469635.1_ASM346963v1_genomic	SGB516
GCF_000257825.1	SGB405
GCF_900204165.1_22819_genomic	SGB513
GCF_000596565.1_Stap_aure_F63704_V1_genomic	SGB185
GCF_000561665.1_Stap_aure_W60801_V1_genomic	SGB185
GCF_002104115.1_ASM210411v1_genomic	SGB597
SAMEA1695442	SGB598
SAMN00115039	SGB521
SAMN00115038	SGB521
SAMN00115035	SGB521
GCF_900200265.1_B137_genomic	SGB513
SAMN00115037	SGB521
SAMN00115036	SGB521
SAMN04286629	SGB401
SAMN04286628	SGB401
GCF_001072435.1_ASM107243v1_genomic	SGB190
GCF_000561905.1_Stap_aure_F80358_V1_genomic	SGB185
GCF_000362265.1_Stap_aure_M0944_V1_genomic	SGB185
GCF_000192205.1_ASM19220v1_genomic	SGB490
GCF_002312505.1_ASM231250v1_genomic	SGB359
GCF_900407495.1_PTHi-12301_genomic	SGB511
GCF_900044685.1_14412_4_47_genomic	SGB511
GCF_000294385.2_ASM29438v2_genomic	SGB185
GCF_001451405.1_WH-SGI-V-07419_genomic	SGB359
GCF_000579255.1_Stap_aure_F85414_V1_genomic	SGB185
GCF_000550925.1_Stap_aure_M0009_V1_genomic	SGB185
AG3_bin_2	SGB521
SAMN07459824	SGB407
E2_1697_1278_1_CBA1_S151-bin_1-SPLIT	SGB521
GCF_000180395.1_ASM18039v1_genomic	SGB185
MG_112917_bin_4	SGB601
MG_112917_bin_2	SGB415
MG_112917_bin_3	SGB020
GCA_002246245	SGB486
MG_112917_bin_1	SGB242
GCF_001037165.1_ASM103716v1_genomic	SGB359
GCF_000412375.1_MSH_3_genomic	SGB359
GCF_900037265.1_14355_6_48_genomic	SGB513
GCF_900203315.1_22438_genomic	SGB513
GCF_000362005.1_Stap_aure_M0799_V1_genomic	SGB185
GCF_900200615.1_B231_genomic	SGB513
GCF_002549775.1_ASM254977v1_genomic	SGB302
GCF_000602605.1_Stap_aure_T47161_V1_genomic	SGB185
GCF_000605585.1_Stap_aure_T45839_V1_genomic	SGB185
GCF_000553445.1_Stap_aure_M0196_V1_genomic	SGB185
GCA_000788015	SGB486
GCF_000559445.1_Stap_aure_W31862_V1_genomic	SGB185
JKR_12_29_17_F02_S686-bin_1	SGB601
SAMN03372633	SGB401
GCF_001091005.1_6731_8_3_genomic	SGB513
GCF_002915445.1_ASM291544v1_genomic	SGB597
GCF_000152705.1_ASM15270v1_genomic	SGB300
Mitchell_12_29_17_C05_S611-bin_1	SGB266
GCF_001450065.1_WH-SGI-V-07243_genomic	SGB359
SAMN03978796	SGB404
SAMN03978797	SGB404
GCF_900075845.1_11983_6_56_genomic	SGB238
SAMN03978798	SGB404
SAMN03978799	SGB404
GCF_000546805.1_Stap_aure_M1053_V1_genomic	SGB185
SAMD00061007	SGB344
GCF_000480725.1_Pseu_aeru_BL21_V1_genomic	SGB359
GCF_000362125.1_Stap_aure_M0877_V1_genomic	SGB185
GCF_001062995.1_ASM106299v1_genomic	SGB359
F2_1463_1084_3_MRS6_S202-bin_1-SPLIT	SGB265
GCF_001538505.1_12082_3_45_genomic	SGB597
GCF_000564385.1_Stap_aure_T86055_V1_genomic	SGB185
GCF_000575245.1_Stap_aure_M1169_V1_genomic	SGB185
GCF_002096615.1_ASM209661v1_genomic	SGB282
GCF_000571455.1_Stap_aure_F88375_V1_genomic	SGB185
SAMN05444282	SGB179
GCF_003491035.1_ASM349103v1_genomic	SGB513
SAMN02567619	SGB598
GCF_001536845.1_12082_3_30_genomic	SGB597
SAMN03197592	SGB481
GCF_900205085.1_99630_genomic	SGB513
SAMN06163224	SGB600
GCF_000205365.1_ASM20536v2_genomic	SGB185
GCF_000547005.1_Stap_aure_M1077_V1_genomic	SGB185
GCF_001618015.1_ASM161801v1_genomic	SGB024
GCF_000248675.1_ASM24867v2_genomic	SGB185
GCF_000796745.1_AZPAE12145_genomic	SGB359
GCF_001697785.1_ASM169778v1_genomic	SGB513
GCF_900021945.1_14324_5_17_genomic	SGB513
GCF_001181085.1_P34_London_28_VIM_2_02_12_genomic	SGB359
GCF_000549865.1_Stap_aure_M1482_V1_genomic	SGB185
GCF_900518925.1_NIG-Sm-2-17_genomic	SGB597
GCF_000547545.1_Stap_aure_M1576_V1_genomic	SGB185
GCF_000603245.1_Stap_aure_W45758_V1_genomic	SGB185
MG_181819_bin_1	SGB521
MG_181819_bin_3	SGB447
MG_181819_bin_2	SGB121
SAMN07343963	SGB095
GCF_000545485.1_Stap_aure_M0931_V1_genomic	SGB185
GCF_003591985.1_ASM359198v1_genomic	SGB597
GCF_000386745.2_ASM38674v2_genomic	SGB513
SAMN04417926	SGB401
SAMN04417927	SGB401
SAMN04417924	SGB401
SAMN04417925	SGB401
SAMN04417922	SGB401
SAMN04417923	SGB401
SAMN04417920	SGB401
SAMN04417921	SGB401
GCF_900201375.1_R001_genomic	SGB513
SAMN04417928	SGB401
SAMN04417929	SGB401
GCA_900092885	SGB486
GCA_900105745.1_IMG-taxon_2634166294_annotated_assembly_genomic	SGB175
GCF_900078085.1_12082_4_58_genomic	SGB238
GCF_001023705.1_ASM102370v1_genomic	SGB359
SAMN10249112	SGB603
SAMN07511432	SGB601
SAMN07511433	SGB601
SAMN07511436	SGB136
GCF_003842425.1_INS-Nm1058_genomic	SGB513
GCF_000175475.1_ASM17547v1_genomic	SGB185
GCF_900032085.1_14555_5_82_genomic	SGB513
GCF_000797005.1_AZPAE12409_genomic	SGB359
SAMN04605741	SGB481
SAMN04605740	SGB481
GCF_000554425.1_Stap_aure_M0301_V1_genomic	SGB185
SAMN06173046	SGB409
SAMN06173047	SGB552
SAMN06173048	SGB409
SAMN06173049	SGB409
GCF_900030895.1_14355_4_32_genomic	SGB513
SAMN02872767	SGB184
SAMN02872766	SGB184
SAMN02872765	SGB184
MG_4008501249_bin_2	SGB519
MG_4008501249_bin_4	SGB570
MG_4008501249_bin_5	SGB394
SAMN02872769	SGB184
SAMN02872768	SGB184
GCF_000543965.1_Stap_aure_M0808_V1_genomic	SGB185
GCF_001536895.1_12082_3_47_genomic	SGB597
GCA_000567605	SGB486
GCF_000535535.1_Stap_aure_M1039_V1_genomic	SGB185
SAMN06329887	SGB601
SAMN06329886	SGB601
GCF_001968925.1_ASM196892v1_genomic	SGB513
GCF_000363305.1_Stap_aure_M1311_V1_genomic	SGB185
SAMN03197598	SGB601
SAMN06329889	SGB601
SAMN06329888	SGB601
GCF_005844325.1_ASM584432v1_genomic	SGB572
GCF_000602925.1_Stap_aure_M67957_V1_genomic	SGB185
GCF_003204885.1_ASM320488v1_genomic	SGB597
GCF_002263575.1_ASM226357v1_genomic	SGB359
SAMEA4012328	SGB598
GCF_008572005.1_ASM857200v1_genomic	SGB180
GCF_003204805.1_ASM320480v1_genomic	SGB597
GCF_002984425.1_ASM298442v1_genomic	SGB511
GCF_000360645.1_Stap_aure_M0279_V1_genomic	SGB185
GCF_003724585.1_INS-Nm1065_genomic	SGB513
GCF_000833415.1_ASM83341v1_genomic	SGB178
GCF_000360145.1_Stap_aure_M0103_V1_genomic	SGB185
SAMN03197556	SGB481
SAMN03197555	SGB481
SAMN03197554	SGB481
SAMN03197551	SGB283
SAMN05453246	SGB401
SAMN03197559	SGB601
SAMN02469301	SGB095
SAMN03357077	SGB401
SAMN03357074	SGB401
SAMN03357075	SGB401
SAMN03357073	SGB401
SAMN03357070	SGB401
SAMN03357071	SGB401
SAMN04599981	SGB401
SAMN04599980	SGB401
SAMN04599983	SGB401
SAMN04599982	SGB401
SAMN04599985	SGB401
SAMN04599984	SGB401
SAMN04599987	SGB401
SAMN04599986	SGB401
GCF_000790445.1_AZPAE14876_genomic	SGB359
GCF_002096335.1_ASM209633v1_genomic	SGB361
GCF_900030985.1_14355_5_62_genomic	SGB513
SAMN03435048	SGB601
SAMN03435049	SGB601
SAMN03435046	SGB601
SAMN03435047	SGB601
SAMN03435044	SGB601
SAMN03435045	SGB601
SAMN03435042	SGB601
SAMN03435043	SGB601
GCF_000538035.1_Stap_aure_AMMC6051_V1_genomic	SGB185
SAMN03435041	SGB601
GCF_000577235.1_Stap_aure_F50121_V1_genomic	SGB185
GCF_001539065.1_12082_5_48_genomic	SGB597
SRR6748136_bin_1	SGB521
SAMN03842031	SGB519
SAMN03842032	SGB194
SAMN02603303	SGB283
SAMN03610563	SGB407
SAMN05410818	SGB401
SAMN05410819	SGB401
SAMN03610566	SGB407
SAMN03610567	SGB407
SAMN03610564	SGB407
SAMN03610565	SGB407
SAMN05410812	SGB401
SAMN05410813	SGB401
SAMN03610568	SGB407
SAMN05410811	SGB401
SAMN05410816	SGB401
SAMN05410817	SGB401
SAMN05410814	SGB401
SAMN05410815	SGB401
GCF_000595185.1_Stap_aure_DAR5797_V1_genomic	SGB185
SAMN04010513	SGB412
SRR6747952_bin_1	SGB266
GCF_003995995.1_ASM399599v1_genomic	SGB513
SAMN09734660	SGB180
SAMEA1035134	SGB409
SAMEA1035135	SGB409
SAMEA1035136	SGB409
SAMEA1035137	SGB409
SAMEA1035130	SGB409
SAMEA1035131	SGB409
SAMEA1035132	SGB409
SAMEA1035133	SGB409
SAMN03197084	SGB481
GCF_000558845.1_Stap_aure_WMCA6015_V1_genomic	SGB185
SAMEA1035138	SGB552
SAMEA1035139	SGB409
SAMN03197083	SGB481
GCF_000607665.1_Stap_aure_DAR3586_V1_genomic	SGB185
GCF_001451835.1_WH-SGI-V-07500_genomic	SGB359
GCF_000573745.1_Stap_aure_M1289_V1_genomic	SGB185
SRR6748180_bin_1	SGB001
SAMN05291439	SGB401
GCF_000563695.1_Stap_aure_H77098_V1_genomic	SGB185
SAMEA3888116	SGB601
MG_226813_bin_2	SGB301
SAMN02991390	SGB401
GCF_000545905.1_Stap_aure_M0968_V1_genomic	SGB185
SAMN10397214	SGB513
GCF_007004025.1_ASM700402v1_genomic	SGB513
SAMN05912803	SGB092
GCF_900029235.1_14355_5_58_genomic	SGB513
GCF_000313595.1_CN79v1_genomic	SGB185
GCF_000535755.1_Stap_aure_M1100_V1_genomic	SGB185
SAMN02666871	SGB401
GCF_003858275.1_ASM385827v1_genomic	SGB008
GCF_900407435.1_PTHi-12063_genomic	SGB511
SRR5273953_bin_2	SGB266
C0147A1	SGB138
C0147A5	SGB138
C0147A4	SGB138
F2_1463_1084_3_CBA4_S277-bin_4-SPLIT	SGB521
GCF_000538535.1_Stap_aure_AMMC6068_V1_genomic	SGB185
GCF_002984665.1_ASM298466v1_genomic	SGB511
GCF_002312215.1_ASM231221v1_genomic	SGB359
SAMN04942601	SGB284
GCF_001449435.1_WH-SGI-V-07050_genomic	SGB359
E3_1733_1310_1_BDMRSCQ17_S148-bin_1-SPLIT	SGB020
GCF_001023995.1_ASM102399v1_genomic	SGB359
E3_1733_1310_1_BDMRSCQ18_S149-bin_1-SPLIT	SGB174
SAMEA1690498	SGB513
GCF_000791485.1_AZPAE14948_genomic	SGB359
SAMEA1690494	SGB513
SAMEA1690495	SGB513
SAMEA1690496	SGB513
SAMEA1690497	SGB513
SAMEA1690490	SGB513
SAMEA1690492	SGB513
SAMEA1690493	SGB513
C0144A3	SGB001
C0144A1	SGB001
C0144A4	SGB001
C0144A5	SGB001
GCF_000552005.1_Stap_aure_M0094_V1_genomic	SGB185
SAMN04038590	SGB184
SAMN04419111	SGB519
GCF_000543545.1_Stap_aure_M0777_V1_genomic	SGB185
SAMN04419113	SGB253
SAMN04419112	SGB305
SAMN04419115	SGB135
SAMN04419114	SGB499
SAMN04419117	SGB598
GCF_000800295.1_ASM80029v1_genomic	SGB567
GCF_001579645.1_ASM157964v1_genomic	SGB306
C0089G7	SGB521
GCF_001374015.1_256_15_311Gb_contigs_500_genomic	SGB359
GCF_000542595.1_Stap_aure_WMCA6092_V1_genomic	SGB185
SAMN02415617	SGB347
SAMN09947938	SGB401
SAMN09947939	SGB401
SAMN09947936	SGB401
SAMN09947937	SGB401
SAMN09947934	SGB401
SAMN09947935	SGB401
SAMN09947932	SGB401
SAMN09947933	SGB401
SAMN09947930	SGB401
SAMN09947931	SGB401
SAMN04605224	SGB481
SAMN09435333	SGB603
SAMN04605226	SGB481
SAMN09435331	SGB603
SAMN09435336	SGB407
SAMN09435334	SGB603
SAMN09435335	SGB603
GCF_000795485.1_AZPAE13856_genomic	SGB359
GCF_001981795.1_ASM198179v1_genomic	SGB391
GCF_000571575.1_Stap_aure_F77974_V1_genomic	SGB185
GCF_000541935.1_Stap_aure_SCLE6032_V1_genomic	SGB185
GCF_002194095.1_ASM219409v1_genomic	SGB359
GCF_000796045.1_AZPAE14394_genomic	SGB359
GCF_000156535.1_ASM15653v1_genomic	SGB176
GCF_001885595.1_ASM188559v1_genomic	SGB487
SAMN02363971	SGB599
SAMN02363970	SGB599
SAMN04942509	SGB481
SAMN10458127	SGB283
SAMN05187231	SGB481
SAMN05187230	SGB481
SAMN05187232	SGB481
SAMN06239528	SGB414
SRS014465_bin_1	SGB266
GCF_900201435.1_B411_genomic	SGB513
GCF_001536705.1_12082_3_61_genomic	SGB597
GCF_002751835.1_ASM275183v1_genomic	SGB399
GCF_002136525.1_ASM213652v1_genomic	SGB359
GCF_900407805.1_PTHi-1402_genomic	SGB511
SAMN07981919	SGB407
SAMN07981910	SGB603
SAMN07981912	SGB603
SAMN07981913	SGB407
SAMN07981915	SGB603
SAMN07981916	SGB603
MG_223463_bin_3	SGB521
MG_223463_bin_4	SGB266
GCF_900038075.1_14355_4_41_genomic	SGB513
SAMN04325060	SGB303
SAMN02567367	SGB598
SAMN02567365	SGB598
SAMN02567362	SGB598
GCF_003493885.1_ASM349388v1_genomic	SGB513
SAMN02567368	SGB598
0809_588_1_1_BHK8_S845-bin_1	SGB464
GCF_004801995.1_ASM480199v1_genomic	SGB511
GCF_000574045.1_Stap_aure_M1270_V1_genomic	SGB185
SAMN07246859	SGB571
GCF_001452605.1_WH-SGI-V-07697_genomic	SGB359
GCF_008416385.1_ASM841638v1_genomic	SGB299
GCF_002134905.1_ASM213490v1_genomic	SGB359
SAMN08193639	SGB232
SAMN08193638	SGB305
SAMN02729105	SGB603
SAMN08193630	SGB256
SAMN08193637	SGB519
SAMN08193636	SGB497
GCF_000557585.1_Stap_aure_M0568_V1_genomic	SGB185
GCF_003996575.1_ASM399657v1_genomic	SGB513
SAMN00744935	SGB414
GCF_000594565.1_Stap_aure_T86792_V1_genomic	SGB185
GCF_003799715.1_ASM379971v1_genomic	SGB513
GCF_000546005.1_Stap_aure_M0974_V1_genomic	SGB185
SAMN02950476	SGB401
GCF_000247375.1_ASM24737v2_genomic	SGB185
GCF_000539035.1_Stap_aure_AMMC6074_V1_genomic	SGB185
GCF_000547085.1_Stap_aure_M1082_V1_genomic	SGB185
GCF_900035135.1_14324_5_42_genomic	SGB513
SAMN02471141	SGB408
SAMN02471148	SGB402
NZ_CP041304.1	SGB062
SRS044742_bin_1	SGB266
GCF_000496775.1_EDP2a_genomic	SGB304
SAMN05256773	SGB401
SAMN05256775	SGB401
SAMN05256774	SGB401
GCF_002239445.1_ASM223944v1_genomic	SGB359
GCF_001537365.1_12082_3_5_genomic	SGB597
GCF_000593985.1_Stap_aure_H85008_V1_genomic	SGB185
GCF_001949885.1_ASM194988v1_genomic	SGB191
SAMN02470520	SGB481
SAMEA2383359	SGB401
SAMEA2383358	SGB401
GCF_900027915.1_14324_4_88_genomic	SGB513
GCF_003798965.1_ASM379896v1_genomic	SGB513
Mitchell_12_29_17_H07_S632-bin_1	SGB266
SAMN06011219	SGB344
MG_175836_bin_46	SGB554
MG_175836_bin_40	SGB236
GCF_000601945.1_Stap_aure_F87602_V1_genomic	SGB185
MG_175836_bin_42	SGB600
MG_175836_bin_43	SGB521
SAMN02470528	SGB481
SAMN03198158	SGB481
SAMN03198159	SGB481
GCF_002989035.1_ASM298903v1_genomic	SGB511
SAMN03198153	SGB481
0861_630_1_1_MRSIHK1_S846-bin_2	SGB521
SAMN03198154	SGB481
SAMN03198155	SGB481
GCF_001536505.1_12082_2_64_genomic	SGB597
SAMN03277745	SGB401
SAMN03277744	SGB401
SAMN03277747	SGB401
SAMN03277746	SGB401
SAMN03277741	SGB401
SAMN03277740	SGB401
SAMN03277743	SGB401
SAMN03277742	SGB401
SAMN03277749	SGB401
SAMN03277748	SGB401
GCF_900029825.1_14324_4_92_genomic	SGB513
GCF_000573765.1_Stap_aure_M1288_V1_genomic	SGB185
GCF_001539365.1_12082_2_58_genomic	SGB597
SAMEA1324169	SGB598
SAMEA1324161	SGB598
GCF_007896985.1_ASM789698v1_genomic	SGB511
GCF_003225955.1_ASM322595v1_genomic	SGB296
GCF_900203685.1_22457_genomic	SGB513
SAMN00008863	SGB476
GCF_000553505.1_Stap_aure_M0201_V1_genomic	SGB185
GCF_001697705.1_ASM169770v1_genomic	SGB513
SAMN03835251	SGB344
GCF_000605785.1_Stap_aure_T70161_V1_genomic	SGB185
GCA_002152775	SGB486
GCF_003584215.1_ASM358421v1_genomic	SGB290
GCF_000555745.1_Stap_aure_M0414_V1_genomic	SGB185
MG_222781_bin_11	SGB281
GCF_003494355.1_ASM349435v1_genomic	SGB513
MG_222781_bin_14	SGB309
GCF_000539695.1_Stap_aure_OCMM6003_V1_genomic	SGB185
GCF_000561945.1_Stap_aure_F80375_V1_genomic	SGB185
SAMN07124740	SGB401
SAMN07124741	SGB401
SAMN07124742	SGB401
SAMN07124743	SGB401
SAMN07124744	SGB401
SAMN07124745	SGB401
SAMN07124746	SGB401
SAMN07124747	SGB401
GCF_001183255.1_Nm440501_genomic	SGB513
SAMN07124749	SGB401
SAMN03013698	SGB401
GCA_003469265.1_ASM346926v1_genomic	SGB556
MG_4008301179_bin_1	SGB521
GCF_000594285.1_Stap_aure_M53356_V1_genomic	SGB185
GCF_001579135.1	SGB491
GCF_000794585.1_AZPAE14692_genomic	SGB359
GCF_900407845.1_PTHi-2048_genomic	SGB511
SAMN04417889	SGB401
GCF_000328145.2_ASM32814v2_genomic	SGB513
GCF_900200945.1_B293_genomic	SGB513
GCF_001991155.1_ASM199115v1_genomic	SGB343
SAMN04417881	SGB401
SAMN04417880	SGB401
SAMN04417883	SGB401
SAMN04417882	SGB401
SAMN04417884	SGB401
SAMN04417887	SGB401
SAMN04417886	SGB401
GCF_007827525.1_ASM782752v1_genomic	SGB259
GCF_001450485.1_WH-SGI-V-07059_genomic	SGB359
GCF_000545705.1_Stap_aure_M0951_V1_genomic	SGB185
MG_199199_bin_15	SGB521
c4_bin_3	SGB416
c4_bin_1	SGB420
MG_199199_bin_12	SGB606
SAMN10744142	SGB603
GCF_900407515.1_PTHi-12294_genomic	SGB511
SAMN09734209	SGB265
GCF_001590925.1_ASM159092v1_genomic	SGB094
GCF_002845525.1_ASM284552v1_genomic	SGB513
GCF_000601685.1_Stap_aure_M62794_V1_genomic	SGB185
GCF_001765775.1_ASM176577v1_genomic	SGB359
GCF_001554705.1_ASM155470v1_genomic	SGB359
SAMEA1031478	SGB601
e10_bin_1	SGB467
e10_bin_2	SGB467
SAMEA1031471	SGB601
SAMEA1031470	SGB601
SAMEA1031473	SGB601
SAMEA1031472	SGB601
SAMEA1031474	SGB601
GCF_000578495.1_Stap_aure_F73187_V1_genomic	SGB185
SAMEA1031476	SGB601
SAMN02299472	SGB123
SAMN02299473	SGB123
SAMN02299470	SGB123
SAMN02299471	SGB123
SAMN02299476	SGB123
SAMN02299477	SGB123
SAMN02299474	SGB123
SAMN02299475	SGB123
SAMN02299478	SGB407
SAMN02299479	SGB603
BI9_bin_1	SGB266
GCF_000538435.1_Stap_aure_OCMM6037_V1_genomic	SGB185
GCF_900032075.1_14555_5_57_genomic	SGB513
GCF_000262855.1_VRSA03_3_genomic	SGB185
SAMN03842619	SGB313
SAMN03842618	SGB125
SAMN10249091	SGB603
SAMN10249096	SGB603
SAMN10249098	SGB603
0055_051_1_1_LKV1_S450-bin_1	SGB062
SAMEA3542447	SGB598
SAMN09435135	SGB603
SAMEA3542445	SGB598
SAMEA3542444	SGB598
SAMN09435130	SGB603
SAMN09734847	SGB180
SAMN10395999	SGB513
SAMEA3542440	SGB598
C0019E5	SGB393
C0019E4	SGB393
C0019E1	SGB393
C0019E3	SGB393
C0019E2	SGB393
GCA_002246575	SGB486
SAMN08556433	SGB598
GCF_900078105.1_11983_7_47_genomic	SGB238
GCF_900077215.1_12045_4_52_genomic	SGB457
AG12_bin_1	SGB521
SAMEA72815668	SGB401
SAMN00809233	SGB123
GCF_000564645.1_Stap_aure_W55451_V1_genomic	SGB185
GCF_000795945.1_AZPAE14381_genomic	SGB359
GCF_000760495.1_ASM76049v2_genomic	SGB359
GCF_000572965.1_Stap_aure_GGMC6004_V1_genomic	SGB185
SAMN03358324	SGB401
SAMN06173162	SGB174
GCF_001554545.1_ASM155454v1_genomic	SGB359
GCF_001374515.1_216_10Pc_7_contigs_500_genomic	SGB359
SAMN09631759	SGB284
SAMN09631757	SGB011
SAMN03358320	SGB401
GCA_002295185	SGB486
GCF_900116975.1_ASM90011697v1_genomic	SGB178
SAMN10823975	SGB603
SAMN10823974	SGB603
SAMN10823977	SGB603
SAMN10823976	SGB603
SAMN10823971	SGB603
SAMN10823970	SGB603
SAMN10823973	SGB603
SAMN10823972	SGB603
0756_546_1_1_LKV3_S412-bin_1	SGB223
SAMN03358328	SGB401
SAMN10823979	SGB603
SAMN10823978	SGB603
GCF_000529175.1_Stap_aure_M0650_V1_genomic	SGB185
SAMEA864226	SGB598
SAMEA864227	SGB598
SAMEA864224	SGB598
SAMEA864225	SGB598
SAMEA864222	SGB598
SAMEA864223	SGB598
SAMEA864220	SGB598
GCA_003450395.1_ASM345039v1_genomic	SGB357
GCF_900033095.1_14324_4_6_genomic	SGB513
SAMEA864228	SGB598
CP011280_1	SGB380
GCF_003957355.1_ASM395735v1_genomic	SGB488
GCF_900077585.1_12045_4_93_genomic	SGB238
SAMN06769910	SGB257
SAMN07728629	SGB603
SAMN07728628	SGB603
SAMN07728625	SGB603
SAMN07728624	SGB407
SAMN07728627	SGB603
SAMN07728626	SGB407
SAMN07728623	SGB603
GCF_900203515.1_20313_genomic	SGB513
GCF_000527975.1_Stap_aure_M0649_V1_genomic	SGB185
SAMN03197321	SGB481
SAMN03197322	SGB481
GCF_000575745.1_Stap_aure_M1130_V1_genomic	SGB185
E7_1841_1391_1_BDMRSCQ8_S100-bin_1-SPLIT	SGB084
GCF_002088145.1_ASM208814v1_genomic	SGB359
GCF_001537665.1_12082_2_85_genomic	SGB597
GCF_000563795.1_Stap_aure_M39841_V1_genomic	SGB185
GCF_002326045.1_ASM232604v1_genomic	SGB359
SAMN08365975	SGB580
SAMN08365974	SGB580
SAMN08365977	SGB580
SAMN08365976	SGB580
SAMN08365971	SGB580
BC5_bin_1	SGB266
SAMN08365973	SGB580
SAMN08365972	SGB580
GCF_003967055.1_ASM396705v1_genomic	SGB597
SAMN08365979	SGB580
SAMN08365978	SGB580
GCF_003799895.1_ASM379989v1_genomic	SGB513
GCF_002312695.1_ASM231269v1_genomic	SGB359
SAMN07376741	SGB283
SAMEA1398291	SGB414
GCF_002193765.1_ASM219376v1_genomic	SGB359
GCF_000513215.1_DB11_genomic	SGB597
GCF_000549365.1_Stap_aure_M1469_V1_genomic	SGB185
NZ_CP036245.1	SGB062
SAMN02712416	SGB401
GCF_000570075.1_Stap_aure_H84973_V1_genomic	SGB185
GCF_000554725.1_Stap_aure_M0323_V1_genomic	SGB185
0809_588_1_1_CBA3_S783-bin_1	SGB237
GCF_001007555.1_2015-04-28_genomic	SGB597
GCF_001036495.1_ASM103649v1_genomic	SGB359
0809_588_1_1_MRSI11_S851-bin_1	SGB281
GCF_000586935.1_Stap_aure_W15976_V1_genomic	SGB185
GCF_002983845.1_ASM298384v1_genomic	SGB511
GCF_001992035.1_ASM199203v1_genomic	SGB343
SAMEA1031423	SGB601
SAMN03285113	SGB401
GCF_003798645.1_ASM379864v1_genomic	SGB513
SRR6748216_bin_1	SGB137
GCF_002984955.1_ASM298495v1_genomic	SGB511
GCF_000239655.1_ASM23965v2_genomic	SGB185
GCF_000564775.1_Stap_aure_W88551_V1_genomic	SGB185
GCF_000604865.1_Stap_aure_F45759_V1_genomic	SGB185
GCF_003798885.1_ASM379888v1_genomic	SGB513
SAMN06106844	SGB603
GCF_000443125.1_S100v1_genomic	SGB185
GCF_001994595.1_ASM199459v1_genomic	SGB343
SAMN02436795	SGB369
GCF_000542055.1_Stap_aure_OCMM6095_V1_genomic	SGB185
MG_4004001329_bin_69	SGB375
MG_4004001329_bin_68	SGB467
MG_4004001329_bin_67	SGB456
JKR_P2_26_B04_S794_001-bin_1	SGB464
MG_4004001329_bin_65	SGB075
MG_4004001329_bin_64	SGB356
MG_4004001329_bin_63	SGB330
SAMEA4504048	SGB595
SAMN04565659	SGB414
GCF_900075715.1_11983_6_32_genomic	SGB238
GCF_000528015.1_Stap_aure_M0653_V1_genomic	SGB185
GCF_900201875.1_R266_genomic	SGB513
GCF_002983885.1_ASM298388v1_genomic	SGB511
GCF_000546025.1_Stap_aure_M0975_V1_genomic	SGB185
SAMN05361919	SGB095
SAMN09736509	SGB242
SAMN09736508	SGB180
SAMN04404358	SGB402
GCF_000546245.1_Stap_aure_M1000_V1_genomic	SGB185
SAMN09736503	SGB180
GCF_000187165.1_ASM18716v1_genomic	SGB185
SAMN00116834	SGB408
SAMN00116836	SGB481
SAMN00116837	SGB506
GCF_001072375.1_ASM107237v1_genomic	SGB086
SAMN00116831	SGB481
SAMN00116832	SGB481
GCF_900034225.1_14324_4_12_genomic	SGB513
GCF_900033645.1_14555_5_42_genomic	SGB513
GCF_003434175.1_ASM343417v1_genomic	SGB366
GCF_000555945.1_Stap_aure_M0430_V1_genomic	SGB185
GCF_000531215.1_Stap_aure_M0195_V1_genomic	SGB185
GCF_002318085.1_ASM231808v1_genomic	SGB513
0809_588_1_1_MRSI8_S843-bin_1	SGB009
GCF_000528375.1_Stap_aure_M0681_V1_genomic	SGB185
o6_bin_1	SGB245
o6_bin_2	SGB018
o6_bin_3	SGB297
o6_bin_4	SGB380
SAMEA3894143	SGB603
SAMEA3894146	SGB603
SAMEA3894147	SGB603
SAMEA3894144	SGB603
SAMEA3894145	SGB603
SAMEA3894148	SGB603
GCF_000550585.1_Stap_aure_M1542_V1_genomic	SGB185
GCF_004802205.1_ASM480220v1_genomic	SGB511
GCF_000175455.1_ASM17545v1_genomic	SGB511
GCA_002795475	SGB486
SAMN00991057	SGB601
SAMN00991056	SGB601
GCF_000532615.1_Stap_aure_M1442_V1_genomic	SGB185
SAMN00991059	SGB601
GCF_003854025.1_ASM385402v1_genomic	SGB008
SAMN08562766	SGB598
GCF_000361245.1_Stap_aure_M0467_V1_genomic	SGB185
GCF_900203475.1_22527_genomic	SGB513
GCF_000722535.2_ASM72253v2_genomic	SGB057
GCF_003469415.1_ASM346941v1_genomic	SGB199
0809_588_1_1_MRS6_S811-bin_2	SGB265
GCF_001703415.1_ASM170341v1_genomic	SGB491
GCF_000143825.1_ASM14382v1_genomic	SGB459
GCF_002071885.1_ASM207188v1_genomic	SGB343
GCF_900201295.1_B379_genomic	SGB513
GCF_002326425.1_ASM232642v1_genomic	SGB359
GCF_003494405.1_ASM349440v1_genomic	SGB513
GCF_004136805.1_ASM413680v1_genomic	SGB238
SAMEA1711595	SGB598
SAMEA1711594	SGB598
SAMEA1711597	SGB598
SAMEA1711596	SGB598
SAMEA1711591	SGB598
SAMEA1711590	SGB598
SAMEA1711592	SGB598
SAMEA1711599	SGB598
SAMEA1711598	SGB598
GCF_002983825.1_ASM298382v1_genomic	SGB511
GCF_000594405.1_Stap_aure_F77942_V1_genomic	SGB185
GCF_001481475.1_ASM148147v1_genomic	SGB491
GCF_000586915.1_Stap_aure_W15990_V1_genomic	SGB185
