MG_175836_bin_36	2.6143	SGB078	Anaerococcus_lactolyticus	North_America	H	P
C0161C1	3.19897	SGB198	Lactobacillus_mulieris	North_America	AA	P
SRS050184_bin_2	1.88675	SGB198	Lactobacillus_mulieris	North_America	NA	N
SRS104195_bin_3	0.541137	SGB198	Lactobacillus_mulieris	North_America	NA	N
b5_bin_2	1.99514	SGB198	Lactobacillus_mulieris	South_Africa	Af	N
MG_112477_bin_2	0.144387	SGB198	Lactobacillus_mulieris	North_America	W	P
MG_113853_bin_5	0.461146	SGB198	Lactobacillus_mulieris	North_America	AA	P
m5_bin_1	3.45853	SGB542	Gemella_asaccharolytica	South_Africa	Af	N
MG_175836_bin_15	1.98213	SGB542	Gemella_asaccharolytica	North_America	H	P
MG_186472_bin_6	0.115999	SGB598	Streptococcus_pyogenes	North_America	W	P
0055_051_1_4_LKV2_S458-bin_1	0.755945	SGB599	Bacteroides_fragilis	South_Africa	Af	N
MG_186304_bin_2	0.473708	SGB599	Bacteroides_fragilis	North_America	W	P
0809_588_1_1_LKV3_S447-bin_1	0.730426	SGB599	Bacteroides_fragilis	South_Africa	Af	N
0809_588_1_1_LKV2_S440-bin_1	0.461146	SGB599	Bacteroides_fragilis	South_Africa	Af	N
MG_177947_bin_33	2.49208	SGB592	uSGB	North_America	AA	P
MG_198165_bin_3	3.83209	SGB592	uSGB	North_America	AA	P
A4-2_bin_9	3.39141	SGB592	uSGB	North_America	AA	M
MG_189662_bin_3	2.78663	SGB592	uSGB	North_America	AA	P
MG_224458_bin_7	2.8588	SGB592	uSGB	North_America	H	P
MG_205819_bin_1	2.84967	SGB592	uSGB	North_America	AA	P
MG_181775_bin_2	3.94988	SGB592	uSGB	North_America	AA	P
MG_205763_bin_24	2.71635	SGB592	uSGB	North_America	AA	P
A4_bin_6	3.41361	SGB592	uSGB	North_America	W	M
MG_222476_bin_15	3.84495	SGB592	uSGB	North_America	AA	P
MG_189598_bin_15	3.25113	SGB592	uSGB	North_America	AA	P
C0002B3	1.86195	SGB374	Lactobacillus_vaginalis	North_America	W	P
0861_630_1_1_BHK11_S832-bin_1	1.34036	SGB374	Lactobacillus_vaginalis	South_Africa	Af	N
0861_630_1_1_MRS3_S828-bin_1	1.37986	SGB374	Lactobacillus_vaginalis	South_Africa	Af	N
0861_630_1_1_MRSI7_S863-bin_2	3.33664	SGB374	Lactobacillus_vaginalis	South_Africa	Af	N
0861_630_1_1_MRS7_S852-bin_1	1.4871	SGB374	Lactobacillus_vaginalis	South_Africa	Af	N
0861_630_1_1_CBA8_S776-bin_1	1.36991	SGB374	Lactobacillus_vaginalis	South_Africa	Af	N
0861_630_1_1_MRSI2_S839-bin_1	2.12923	SGB374	Lactobacillus_vaginalis	South_Africa	Af	N
0861_630_1_1_MRS8_S867-bin_1	3.53885	SGB374	Lactobacillus_vaginalis	South_Africa	Af	N
MG_4003901259_bin_1	0.4991	SGB374	Lactobacillus_vaginalis	North_America	NA	P
C0048A1	1.18471	SGB374	Lactobacillus_vaginalis	North_America	AA	P
C0141B2	0.408721	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0141B3	0.408721	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0141B1	0.402654	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0141B4	0.402654	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0148A5	0.396608	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0148A2	0.396608	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0148A1	0.396608	SGB374	Lactobacillus_vaginalis	North_America	H	P
0861_630_1_1_MRSIHK7_S799-bin_2	3.40249	SGB374	Lactobacillus_vaginalis	South_Africa	Af	N
C0030A4	0.390583	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0030A5	0.390583	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0030A2	0.396608	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0030A3	0.396608	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0030A1	0.390583	SGB374	Lactobacillus_vaginalis	North_America	H	P
C0140C5	0.411762	SGB374	Lactobacillus_vaginalis	North_America	H	P
0861_630_1_1_MRSI5_S855-bin_2	4.42483	SGB374	Lactobacillus_vaginalis	South_Africa	Af	N
MG_192430_bin_4	2.57292	SGB374	Lactobacillus_vaginalis	North_America	W	P
C0030B4	0.537869	SGB374	Lactobacillus_vaginalis	North_America	H	P
MG_226813_bin_17	2.95179	SGB371	Oligella_urethralis	North_America	W	P
MG_4008501249_bin_21	2.34513	SGB371	Oligella_urethralis	North_America	NA	P
MG_190852_bin_3	3.89696	SGB066	Lactobacillus_coleohominis	North_America	W	P
0422_293_1_1_MRS6_S844-bin_3	6.4825	SGB066	Lactobacillus_coleohominis	South_Africa	Af	N
C0096E7	0.655869	SGB066	Lactobacillus_coleohominis	North_America	AA	P
C0012B3	3.31502	SGB066	Lactobacillus_coleohominis	North_America	W	P
C0012B2	3.32581	SGB066	Lactobacillus_coleohominis	North_America	W	P
C0012B1	3.31502	SGB066	Lactobacillus_coleohominis	North_America	W	P
C0012B4	3.31502	SGB066	Lactobacillus_coleohominis	North_America	W	P
0422_293_1_1_MRS9_S852-bin_1	3.68186	SGB066	Lactobacillus_coleohominis	South_Africa	Af	N
C0168A1	3.46987	SGB066	Lactobacillus_coleohominis	North_America	AA	P
0422_293_1_1_MRS8_S400-bin_1	3.53885	SGB066	Lactobacillus_coleohominis	South_Africa	Af	N
MG_113853_bin_6	3.62143	SGB066	Lactobacillus_coleohominis	North_America	AA	P
F4_1630_1235_1_CBA1_S227-bin_1-SPLIT	2.99949	SGB061	Prevotella_bivia	South_Africa	Af	N
SRR6748192_bin_7	1.66683	SGB061	Prevotella_bivia	North_America	W	P
MG_211592_bin_4	1.52404	SGB061	Prevotella_bivia	North_America	W	P
C0001D5	1.11761	SGB061	Prevotella_bivia	North_America	AA	P
C0001D4	1.09136	SGB061	Prevotella_bivia	North_America	AA	P
MG_4004001329_bin_40	1.25875	SGB061	Prevotella_bivia	North_America	NA	P
SRR6748218_bin_2	2.28571	SGB061	Prevotella_bivia	North_America	Pac	P
C0094G7	1.15313	SGB061	Prevotella_bivia	North_America	AA	P
SRR6748212_bin_4	1.07405	SGB061	Prevotella_bivia	North_America	Pac	P
BL4_bin_6	1.07836	SGB061	Prevotella_bivia	South_Africa	Af	N
JKR_P2_57_A08_S825_001-bin_2	1.4871	SGB061	Prevotella_bivia	South_Africa	Af	N
SRR6748213_bin_2	1.96919	SGB061	Prevotella_bivia	North_America	Pac	P
JKR_P1_30_F04_S702_001-bin_1	1.5508	SGB061	Prevotella_bivia	South_Africa	Af	N
JKR_P2_09_A02_S777_001-bin_1	1.34036	SGB061	Prevotella_bivia	South_Africa	Af	N
MG_198301_bin_57	1.29198	SGB061	Prevotella_bivia	North_America	AA	P
C0019D4	0.766986	SGB061	Prevotella_bivia	North_America	W	P
MG_175836_bin_38	1.24467	SGB061	Prevotella_bivia	North_America	H	P
F3_1503_1114_2_CBA8_S242-bin_1-SPLIT	1.72424	SGB061	Prevotella_bivia	South_Africa	Af	N
C0081D4	1.08702	SGB061	Prevotella_bivia	North_America	AA	P
MG_4005701249_bin_14	1.14865	SGB061	Prevotella_bivia	North_America	NA	P
JKR_P1_32_H04_S704_001-bin_1	1.52404	SGB061	Prevotella_bivia	South_Africa	Af	N
AG6_bin_3	1.70687	SGB061	Prevotella_bivia	South_Africa	Af	N
MG_194058_bin_4	1.20298	SGB061	Prevotella_bivia	North_America	AA	P
F4_1630_1235_1_MRS1_S223-bin_1-SPLIT	1.46626	SGB061	Prevotella_bivia	South_Africa	Af	N
0795_578_1_1_MRSIHK12_S803-bin_1	1.51342	SGB061	Prevotella_bivia	South_Africa	Af	N
JKR_P1_29_E04_S701_001-bin_1	1.58882	SGB061	Prevotella_bivia	South_Africa	Af	N
C0082B10	0.789262	SGB061	Prevotella_bivia	North_America	Mix	P
C0003C4	1.12201	SGB061	Prevotella_bivia	North_America	NA	P
C0003C5	1.11761	SGB061	Prevotella_bivia	North_America	NA	P
C0003C2	1.15313	SGB061	Prevotella_bivia	North_America	NA	P
C0003C3	1.12201	SGB061	Prevotella_bivia	North_America	NA	P
C0088D4	1.11761	SGB061	Prevotella_bivia	North_America	AA	P
F4_1630_1235_1_CBA5_S251-bin_1-SPLIT	3.09745	SGB061	Prevotella_bivia	South_Africa	Af	N
0795_578_1_1_LKV5_S388-bin_1	1.27767	SGB061	Prevotella_bivia	South_Africa	Af	N
AC2_bin_1	4.3179	SGB061	Prevotella_bivia	South_Africa	Af	N
0795_578_1_1_MRSIHK4_S771-bin_1	1.55619	SGB061	Prevotella_bivia	South_Africa	Af	N
m5_bin_2	1.95632	SGB061	Prevotella_bivia	South_Africa	Af	N
JKR_P2_19_C03_S787_001-bin_1	1.54006	SGB061	Prevotella_bivia	South_Africa	Af	N
F4_1630_1235_1_MRS8_S200-bin_1-SPLIT	1.44562	SGB061	Prevotella_bivia	South_Africa	Af	N
C0083A1	0.928558	SGB061	Prevotella_bivia	North_America	AA	P
C0089D4	1.02298	SGB061	Prevotella_bivia	North_America	AA	P
0756_546_1_1_LKV9_S449-bin_1	1.29677	SGB061	Prevotella_bivia	South_Africa	Af	N
JKR_P1_24_H03_S696_001-bin_1	1.26819	SGB061	Prevotella_bivia	South_Africa	Af	N
C0019D2	0.853806	SGB061	Prevotella_bivia	North_America	W	P
MG_219210_bin_10	1.23533	SGB061	Prevotella_bivia	North_America	W	P
F4_1630_1235_1_MRS5_S231-bin_1-SPLIT	1.41502	SGB061	Prevotella_bivia	South_Africa	Af	N
MG_211656_bin_9	2.98988	SGB061	Prevotella_bivia	North_America	W	P
C0019D1	0.752278	SGB061	Prevotella_bivia	North_America	W	P
C0019D5	0.752278	SGB061	Prevotella_bivia	North_America	W	P
MG_223591_bin_7	1.10882	SGB061	Prevotella_bivia	North_America	AA	P
C0093C4	1.29198	SGB061	Prevotella_bivia	North_America	AA	P
C0046E5	1.34525	SGB061	Prevotella_bivia	North_America	AA	P
C0046E4	1.34525	SGB061	Prevotella_bivia	North_America	AA	P
C0046E1	1.34525	SGB061	Prevotella_bivia	North_America	AA	P
C0046E3	1.35016	SGB061	Prevotella_bivia	North_America	AA	P
C0046E2	1.35016	SGB061	Prevotella_bivia	North_America	AA	P
F3_1503_1114_2_MRS5_S195-bin_1-SPLIT	1.57789	SGB061	Prevotella_bivia	South_Africa	Af	N
C0087D4	1.01878	SGB061	Prevotella_bivia	North_America	AA	P
MG_211740_bin_8	1.10444	SGB061	Prevotella_bivia	North_America	W	P
C0001D3	1.10882	SGB061	Prevotella_bivia	North_America	AA	P
C0001D2	1.11321	SGB061	Prevotella_bivia	North_America	AA	P
0795_578_1_1_CBA11_S393-bin_1	1.40996	SGB061	Prevotella_bivia	South_Africa	Af	N
AO5_bin_5	1.74175	SGB061	Prevotella_bivia	South_Africa	Af	N
0795_578_1_1_LKV1_S396-bin_1	1.27767	SGB061	Prevotella_bivia	South_Africa	Af	N
C0105A3	1.18927	SGB061	Prevotella_bivia	North_America	AA	P
F3_1503_1114_2_MRS8_S211-bin_1-SPLIT	1.68391	SGB061	Prevotella_bivia	South_Africa	Af	N
0903_658_1_LKV_31B_S789-bin_1	1.5616	SGB061	Prevotella_bivia	South_Africa	Af	N
C0079C5	1.14865	SGB061	Prevotella_bivia	North_America	W	P
C0079C4	1.13974	SGB061	Prevotella_bivia	North_America	W	P
JKR_P1_34_B05_S706_001-bin_1	1.5998	SGB061	Prevotella_bivia	South_Africa	Af	N
MG_4008501299_bin_32	1.39486	SGB061	Prevotella_bivia	North_America	NA	P
MG_4008501249_bin_9	1.7653	SGB061	Prevotella_bivia	North_America	NA	P
JKR_P1_41_A06_S713_001-bin_1	0.683925	SGB061	Prevotella_bivia	South_Africa	Af	N
0809_588_1_1_LKV6_S395-bin_1	1.63307	SGB061	Prevotella_bivia	South_Africa	Af	N
SRR6747967_bin_13	1.06116	SGB061	Prevotella_bivia	North_America	Other	P
MG_192622_bin_8	1.1621	SGB061	Prevotella_bivia	North_America	W	P
SRR6748000_bin_4	1.15313	SGB061	Prevotella_bivia	North_America	Other	P
AZ2_bin_1	1.91181	SGB061	Prevotella_bivia	South_Africa	Af	N
C0099D4	0.744966	SGB061	Prevotella_bivia	North_America	AA	P
C0107C3	0.744966	SGB061	Prevotella_bivia	North_America	W	P
SRR6747972_bin_3	1.93714	SGB061	Prevotella_bivia	North_America	Other	P
JKR_P2_03_C01_S771_001-bin_1	1.10882	SGB061	Prevotella_bivia	South_Africa	Af	N
0861_630_1_1_BHK2_S453-bin_1	1.40492	SGB061	Prevotella_bivia	South_Africa	Af	N
BC3_bin_3	1.14865	SGB061	Prevotella_bivia	South_Africa	Af	N
C0097C6	1.06974	SGB061	Prevotella_bivia	North_America	Mix	P
JKR_P1_33_A05_S705_001-bin_1	1.5616	SGB061	Prevotella_bivia	South_Africa	Af	N
0809_588_1_1_LKV11_S419-bin_1	1.63866	SGB061	Prevotella_bivia	South_Africa	Af	N
F4_1630_1235_1_CBA16_S204-bin_2-SPLIT	3.23015	SGB061	Prevotella_bivia	South_Africa	Af	N
MG_4008801269_bin_2	1.88675	SGB061	Prevotella_bivia	North_America	NA	P
C0079C3	1.15313	SGB061	Prevotella_bivia	North_America	W	P
C0079C2	1.1621	SGB061	Prevotella_bivia	North_America	W	P
MG_178903_bin_6	0.796745	SGB061	Prevotella_bivia	North_America	W	P
F1_1457_1080_3_CBA8_S233-bin_1-SPLIT	1.14865	SGB061	Prevotella_bivia	South_Africa	Af	N
00280291_bin_2	2.55655	SGB061	Prevotella_bivia	South_Africa	Af	N
C0117C1	0.766986	SGB061	Prevotella_bivia	North_America	As	P
C0117C5	0.755945	SGB061	Prevotella_bivia	North_America	As	P
0795_578_1_1_BHK8_S432-bin_1	1.3112	SGB061	Prevotella_bivia	South_Africa	Af	N
SRR6748171_bin_3	0.781808	SGB061	Prevotella_bivia	North_America	H	P
g3_bin_3	1.17564	SGB061	Prevotella_bivia	South_Africa	Af	N
0809_588_1_1_LKV5_S387-bin_1	1.5998	SGB061	Prevotella_bivia	South_Africa	Af	N
SRR6748214_bin_2	3.50415	SGB061	Prevotella_bivia	North_America	Pac	P
0809_588_1_1_LKV7_S403-bin_2	1.23068	SGB061	Prevotella_bivia	South_Africa	Af	N
MG_112597_bin_6	0.989629	SGB061	Prevotella_bivia	North_America	W	P
MG_4008701229_bin_1	0.785531	SGB061	Prevotella_bivia	North_America	NA	P
0756_546_1_1_LKV1_S456-bin_1	1.47665	SGB061	Prevotella_bivia	South_Africa	Af	N
MG_112477_bin_1	1.29677	SGB061	Prevotella_bivia	North_America	W	P
C0042C3	0.719593	SGB061	Prevotella_bivia	North_America	AA	P
C0042C2	0.723198	SGB061	Prevotella_bivia	North_America	AA	P
C0042C1	0.723198	SGB061	Prevotella_bivia	North_America	AA	P
C0042C5	0.719593	SGB061	Prevotella_bivia	North_America	AA	P
C0042C4	0.723198	SGB061	Prevotella_bivia	North_America	AA	P
E2_1697_1278_1_BDMRSCQ13_S167-bin_1-SPLIT	1.87432	SGB061	Prevotella_bivia	South_Africa	Af	N
AA7_bin_1	1.22604	SGB061	Prevotella_bivia	South_Africa	Af	N
0756_546_1_1_LKV2_S435-bin_1	1.45076	SGB061	Prevotella_bivia	South_Africa	Af	N
JKR_P2_08_H01_S776_001-bin_1	1.12643	SGB061	Prevotella_bivia	South_Africa	Af	N
F1_1457_1080_3_CBA9_S241-bin_1-SPLIT	1.25875	SGB061	Prevotella_bivia	South_Africa	Af	N
MG_211656_bin_8	1.22141	SGB062	UPEC	North_America	W	P
0756_546_1_1_BHK11_S879-bin_1	1.5508	SGB062	UPEC	South_Africa	Af	N
0055_051_1_1_LKV1_S450-bin_1	1.16661	SGB062	UPEC	South_Africa	Af	N
0809_588_1_1_MRSI6_S845-bin_1	0.800497	SGB576	Veillonella_seminalis	South_Africa	Af	N
MG_4004001329_bin_23	2.81347	SGB573	Urinacoccus_massiliensis	North_America	NA	P
MG_205763_bin_30	2.31524	SGB570	Mobiluncus_curtisii	North_America	AA	P
MG_4008501299_bin_47	0.981378	SGB570	Mobiluncus_curtisii	North_America	NA	P
MG_205081_bin_14	0.989629	SGB570	Mobiluncus_curtisii	North_America	AA	P
MG_4008501249_bin_4	0.842259	SGB570	Mobiluncus_curtisii	North_America	NA	P
MG_205819_bin_35	1.33547	SGB570	Mobiluncus_curtisii	North_America	AA	P
MG_223527_bin_8	1.38485	SGB571	Ureaplasma_parvum	North_America	AA	P
MG_174616_bin_4	1.6782	SGB571	Ureaplasma_parvum	North_America	W	P
SRR6748171_bin_1	4.288	SGB571	Ureaplasma_parvum	North_America	H	P
MG_206958_bin_6	0.766986	SGB571	Ureaplasma_parvum	North_America	AA	P
MG_4005701249_bin_7	0.308338	SGB571	Ureaplasma_parvum	North_America	NA	P
SRS055298_bin_1	1.95632	SGB571	Ureaplasma_parvum	North_America	NA	N
CM_B04_S794-bin_1	0.411762	SGB266	Lactobacillus_crispatus	North_America	W	N
SRR5273947_bin_1	0.804257	SGB266	Lactobacillus_crispatus	Italy	W	P
SRS049237_bin_7	3.46987	SGB266	Lactobacillus_crispatus	North_America	NA	N
C0051D5	0.541137	SGB266	Lactobacillus_crispatus	North_America	H	P
C0051D3	0.483188	SGB266	Lactobacillus_crispatus	North_America	H	P
MG_256903_bin_1	4.45606	SGB266	Lactobacillus_crispatus	North_America	H	P
MG_256903_bin_2	1.84352	SGB266	Lactobacillus_crispatus	North_America	H	P
BJ7_bin_1	1.00207	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
CM_A04_S793-bin_1	0.378594	SGB266	Lactobacillus_crispatus	North_America	W	N
C0052B2	0.635099	SGB266	Lactobacillus_crispatus	North_America	AA	P
C0052B1	0.638544	SGB266	Lactobacillus_crispatus	North_America	AA	P
SRR5273937_bin_1	0.515153	SGB266	Lactobacillus_crispatus	Italy	W	P
C0127B1	0.641996	SGB266	Lactobacillus_crispatus	North_America	H	P
SRR6747989_bin_1	1.44562	SGB266	Lactobacillus_crispatus	North_America	Other	P
SRR6747981_bin_1	2.08145	SGB266	Lactobacillus_crispatus	North_America	W	P
AG9_bin_1	0.515153	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
JKR_P1_05_E01_S677_001-bin_1	0.892796	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
DZD_CM_29_S797-bin_2	2.54028	SGB266	Lactobacillus_crispatus	North_America	W	N
CM_H02_S784-bin_1	0.461146	SGB266	Lactobacillus_crispatus	North_America	W	N
SRR6747956_bin_2	2.72504	SGB266	Lactobacillus_crispatus	North_America	H	P
SRR6747956_bin_3	4.89202	SGB266	Lactobacillus_crispatus	North_America	H	P
0421_295_1_2_MRS7_S445-bin_1	1.04835	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
C0124A4	0.645455	SGB266	Lactobacillus_crispatus	North_America	H	P
C0124A5	0.641996	SGB266	Lactobacillus_crispatus	North_America	H	P
C0124A1	0.641996	SGB266	Lactobacillus_crispatus	North_America	H	P
C0124A3	0.645455	SGB266	Lactobacillus_crispatus	North_America	H	P
CM_H2-2_bin_1	1.13974	SGB266	Lactobacillus_crispatus	North_America	W	M
MG_174708_bin_4	3.65754	SGB266	Lactobacillus_crispatus	North_America	W	P
SRR6748211_bin_2	1.5508	SGB266	Lactobacillus_crispatus	North_America	W	P
DZD_CM_33_S801-bin_3	1.89925	SGB266	Lactobacillus_crispatus	North_America	W	N
CM_E02_S781-bin_3	2.93293	SGB266	Lactobacillus_crispatus	North_America	W	N
SRS146924_bin_10	5.7671	SGB266	Lactobacillus_crispatus	North_America	NA	N
DZD_CM_22_S790-bin_1	0.378594	SGB266	Lactobacillus_crispatus	North_America	W	N
F4_1630_1235_1_MRS7_S268-bin_1-SPLIT	1.02718	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
C0161A1	0.288374	SGB266	Lactobacillus_crispatus	North_America	AA	P
C0161A3	0.28554	SGB266	Lactobacillus_crispatus	North_America	AA	P
C0161A2	0.28554	SGB266	Lactobacillus_crispatus	North_America	AA	P
C0161A5	0.291212	SGB266	Lactobacillus_crispatus	North_America	AA	P
C0161A4	0.294054	SGB266	Lactobacillus_crispatus	North_America	AA	P
SRR6747985_bin_1	0.489536	SGB266	Lactobacillus_crispatus	North_America	W	P
CM_C03_S787-bin_2	0.793	SGB266	Lactobacillus_crispatus	North_America	W	N
SRR6747992_bin_1	2.16393	SGB266	Lactobacillus_crispatus	North_America	Other	P
C0159A4	0.291212	SGB266	Lactobacillus_crispatus	North_America	AA	P
C0159A5	0.282712	SGB266	Lactobacillus_crispatus	North_America	AA	P
C0159A1	0.288374	SGB266	Lactobacillus_crispatus	North_America	AA	P
C0159A2	0.288374	SGB266	Lactobacillus_crispatus	North_America	AA	P
C0159A3	0.288374	SGB266	Lactobacillus_crispatus	North_America	AA	P
SRS148146_bin_1	0.508714	SGB266	Lactobacillus_crispatus	North_America	NA	N
SRS016516_bin_1	0.454897	SGB266	Lactobacillus_crispatus	North_America	NA	N
SRR6747950_bin_2	2.80449	SGB266	Lactobacillus_crispatus	North_America	H	P
SRR6747950_bin_1	2.66484	SGB266	Lactobacillus_crispatus	North_America	H	P
C0086F8	0.766986	SGB266	Lactobacillus_crispatus	North_America	AA	P
CM_A03_S785-bin_1	0.550978	SGB266	Lactobacillus_crispatus	North_America	W	N
CM_H01_S776-bin_1	2.57292	SGB266	Lactobacillus_crispatus	North_America	W	N
CM_H03_S792-bin_1	0.399629	SGB266	Lactobacillus_crispatus	North_America	W	N
DZD_CM_40_S808-bin_1	0.708822	SGB266	Lactobacillus_crispatus	North_America	W	N
Mitchell_12_29_17_H06_S624-bin_1	0.381583	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
C0177A2	0.492718	SGB266	Lactobacillus_crispatus	North_America	H	P
C0177A3	0.476862	SGB266	Lactobacillus_crispatus	North_America	H	P
C0177A4	0.489536	SGB266	Lactobacillus_crispatus	North_America	H	P
0421_295_1_1_MRS6_S407-bin_1	0.993767	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
SRS056623_bin_1	3.59759	SGB266	Lactobacillus_crispatus	North_America	NA	N
SRS014466_bin_1	2.3602	SGB266	Lactobacillus_crispatus	North_America	NA	N
C0114A1	0.251903	SGB266	Lactobacillus_crispatus	North_America	W	P
C0114A3	0.251903	SGB266	Lactobacillus_crispatus	North_America	W	P
C0114A2	0.257463	SGB266	Lactobacillus_crispatus	North_America	W	P
C0114A4	0.249129	SGB266	Lactobacillus_crispatus	North_America	W	P
SRS056796_bin_4	3.76857	SGB266	Lactobacillus_crispatus	North_America	NA	N
SRR6747994_bin_1	3.21972	SGB266	Lactobacillus_crispatus	North_America	Other	P
0421_295_1_2_MRS10_S804-bin_2	3.79382	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
DZD_CM_13_S781-bin_1	0.489536	SGB266	Lactobacillus_crispatus	North_America	W	N
JKR_P1_09_A02_S681_001-bin_1	1.06545	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
Mitchell_12_29_17_B07_S626-bin_1	0.408721	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
CM_F09_S838-bin_1	0.366686	SGB266	Lactobacillus_crispatus	North_America	W	N
0795_578_1_1_MRS1_S862-bin_1	0.666341	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
SRS015425_bin_1	4.18553	SGB266	Lactobacillus_crispatus	North_America	NA	N
C0127A5	0.655869	SGB266	Lactobacillus_crispatus	North_America	H	P
C0127A4	0.641996	SGB266	Lactobacillus_crispatus	North_America	H	P
C0127A3	0.645455	SGB266	Lactobacillus_crispatus	North_America	H	P
C0127A1	0.645455	SGB266	Lactobacillus_crispatus	North_America	H	P
SRR6747998_bin_1	0.402654	SGB266	Lactobacillus_crispatus	North_America	Other	P
0421_295_1_1_MRS11_S423-bin_1	0.888862	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
CM_A06_S809-bin_1	0.770681	SGB266	Lactobacillus_crispatus	North_America	W	N
CM_D05_S804-bin_1	0.263042	SGB266	Lactobacillus_crispatus	North_America	W	N
SRR6748176_bin_1	3.68186	SGB266	Lactobacillus_crispatus	North_America	W	P
BD4_bin_1	2.57292	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
CM_A08_S825-bin_2	0.448671	SGB266	Lactobacillus_crispatus	North_America	W	N
SRR6747951_bin_1	2.39829	SGB266	Lactobacillus_crispatus	North_America	H	P
CM_G10_S847-bin_1	0.439372	SGB266	Lactobacillus_crispatus	North_America	W	N
SRR6747993_bin_1	2.59767	SGB266	Lactobacillus_crispatus	North_America	Other	P
SRR6747993_bin_2	2.15695	SGB266	Lactobacillus_crispatus	North_America	Other	P
CM_C07_S819-bin_2	1.01041	SGB266	Lactobacillus_crispatus	North_America	W	N
b12_bin_1	0.652391	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
MG_4003901219_bin_1	1.28243	SGB266	Lactobacillus_crispatus	North_America	NA	P
CM_F4-2_bin_1	0.524853	SGB266	Lactobacillus_crispatus	North_America	AA	M
SRS078263_bin_1	1.86195	SGB266	Lactobacillus_crispatus	North_America	NA	N
0421_295_1_2_MRS3_S780-bin_2	2.31524	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
CM2292_MRS1_S784-bin_1	2.37537	SGB266	Lactobacillus_crispatus	North_America	W	N
CM_A01_S769-bin_1	0.42398	SGB266	Lactobacillus_crispatus	North_America	W	N
Mitchell_12_29_17_A06_S617-bin_1	0.433199	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
d11_bin_1	2.00822	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
CM_G07_S823-bin_1	2.77775	SGB266	Lactobacillus_crispatus	North_America	W	N
MG_1061301149_bin_3	0.511931	SGB266	Lactobacillus_crispatus	North_America	NA	P
BL3_bin_1	1.15761	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
SRR6747955_bin_3	3.78117	SGB266	Lactobacillus_crispatus	North_America	H	P
SRR6747955_bin_2	2.46043	SGB266	Lactobacillus_crispatus	North_America	H	P
BJ10_bin_2	2.6819	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
BJ10_bin_1	2.21335	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
SRS065347_bin_1	1.82524	SGB266	Lactobacillus_crispatus	North_America	NA	N
C0174A3	0.489536	SGB266	Lactobacillus_crispatus	North_America	H	P
C0174A2	0.489536	SGB266	Lactobacillus_crispatus	North_America	H	P
C0174A1	0.489536	SGB266	Lactobacillus_crispatus	North_America	H	P
C0174A5	0.486359	SGB266	Lactobacillus_crispatus	North_America	H	P
C0174A4	0.489536	SGB266	Lactobacillus_crispatus	North_America	H	P
CM_E10_S845-bin_1	1.70687	SGB266	Lactobacillus_crispatus	North_America	W	N
C0022A1	0.635099	SGB266	Lactobacillus_crispatus	North_America	H	P
CM_F04_S798-bin_1	0.924552	SGB266	Lactobacillus_crispatus	North_America	W	N
C0103E5	0.387578	SGB266	Lactobacillus_crispatus	North_America	AA	P
e12_bin_1	2.74249	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
DZD_CM_31_S799-bin_2	0.357808	SGB266	Lactobacillus_crispatus	North_America	W	N
0421_295_1_2_MRS5_S431-bin_1	0.857671	SGB266	Lactobacillus_crispatus	South_Africa	Af	N
MG_4008701379_bin_3	1.5616	SGB266	Lactobacillus_crispatus	North_America	NA	P
SRS102823_bin_1	2.50005	SGB266	Lactobacillus_crispatus	North_America	NA	N
C0171C2	0.631659	SGB266	Lactobacillus_crispatus	North_America	AA	P
SRR6747991_bin_3	2.55655	SGB266	Lactobacillus_crispatus	North_America	Other	P
